reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
4ff9dd42-a3fc-4f4b-b971-4fa548e9ae75,Syizuril,https://play-lh.googleusercontent.com/a-/ALV-UjXOV77Mm_JzzJsriETAzO7fIXKzevz2B_-xs1RbrvA-lTbDw-wK,"Dapat driver selalu jauh, padahal ada yang dekat, pakai fitur prioritas tidak ngaruh, sekalinya dapet di cancel, nyoba aplikasi ijo sebelah malah langsung dapat ngak kebanyakan drama",1,27,5.1.1,2024-11-15 13:18:07,"Hai Kak Syizuril, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maya",2024-11-15 14:20:46,5.1.1
32f66970-8001-4764-81ae-7f7034480efb,cholis viki,https://play-lh.googleusercontent.com/a-/ALV-UjWg_I8wcXhoz6zTcrqhxCpAChCuqIGJmKJLUwfj7ob-2xPe58DE,"tolong ya kalau memang susah cari driver atau di sekitar resto tidak ada driver,pesanan kita di batalkan aja dari sistem, karena sudah beberapa kali gini. niat saya laper mau pesen makan tapi nungguin lama karena tidak ada driver yang ambil,bikin tambah rusak mood, mungkin saran saja, jikalau disekitar resto tidak ada driver bisa otomatis ter cancel oleh sistem karena kasian yang nahan laper bgt jadi nungguin tanpa kepastian yang ujung ujungnya ngga dapat driver terimakasih",4,14,5.1.2,2024-11-17 16:21:51,,,5.1.2
7d03b135-e8c4-438a-97a4-3e56477e76c7,Donny Setiadi,https://play-lh.googleusercontent.com/a-/ALV-UjWVs0C8KTOjKMQMdcFQLGzZmF5jONd-B01XamBAUgzOHfmh5itf,"Mau login ke akun yang udah terdaftar pas di cobain masukin email yang sama,tulisannya ""email sudah terdaftar"" lah kan gua mencetnya yg ""masuk"" bukan ""buat akun baru"" kok ga bisa,berarti ""sistem"" masuknya itu sama aja kayak mau bikin akun baru soalnya masukin email yg sama aja ga bisa,kalo di coba email random baru bisa masuk,dan akun yang login,akun yang baru,anehhh!!",1,12,5.1.2,2024-11-17 10:44:00,"Hai, Kak Donny. Jika nomor sudah terdaftar, silakan login ke aplikasi Gojek menggunakan nomor tersebut dan pastikan tidak ada kendala pada akun kamu, ya. Jika masih berkendala, laporkan melalui halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Maya",2024-11-17 15:45:54,5.1.2
8347acf0-f0e5-470e-b198-15c91d417b4b,Meta Ary,https://play-lh.googleusercontent.com/a/ACg8ocIj0MC0AkB2LeWP7TPktUZsFtYAK2v-ZhMcT2eSk_JiHLI4Qw=mo,"Payah, pesen go food udh nunggu 1 jam tiba2 cancel ga dapet driver. Suruh pesen ulang dan nunggu lagi 1 jam yang ga ada jaminan dapat driver ?!! Bener2 aplikasi tdk membantu 😩 apalagi kalo hujan langsung naik tinggi ongkosnya!!!",1,3,5.1.2,2024-11-22 13:02:44,"Mohon maaf atas ketidaknyamanannya, Kak Meta. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maura",2024-11-22 13:43:42,5.1.2
aa45587b-64fc-4c09-b36e-3e7acc0fbd2a,Sukma,https://play-lh.googleusercontent.com/a/ACg8ocKCGhU1zbawwEfhY-P11GEn5EM2GkW11yo6_qI21DMigJ3VK78=mo,"Tolong agar drivernya lebih serius dalam menerima orderan saya akhir akhir ini sudah berkali kali di prank driver, seblumnya terima kasih soal itu, saya ada tabahan keluhan lain dimana mapnya suka mutar lebih jauh padshal ada tempat yang lebih dekat serta kualitas telponnya bisa ditingkatkan lagi",2,20,5.1.2,2024-11-17 10:42:52,"Hai Sukma, mohon maaf untuk kendalanya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Ardi",2022-10-15 05:00:03,5.1.2
f20d225f-01a8-43ac-85e8-dde221631914,A M,https://play-lh.googleusercontent.com/a/ACg8ocKc9o5K7I0sCc_Wrj2QSVccqYujCPpBJjr8cTTNKMVYJt9Z8w=mo,"Tolong untuk Go Food, bagian terdekat, enak yang dulu, pakai jarak, jadi bisa tahu resto/makanan terdekat sama jarak nya, kalau yang sekarang pakai 30 menit, gak di urutkan dari jaraknya malah gak nemu resto terdekat sama sekali, soalnya saya lumayan jauh kalau dari tempat-tempat beli, gak hapal resto terdekat yang mana. Tolong kembalikan saja bagian jarak seperti sebelumnya. Terima kasih.",2,103,4.97.1,2024-10-15 09:24:59,"Hai Kak @A M, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2024-10-15 10:37:25,4.97.1
107dfa66-3b23-4e5c-b795-a5a1acb9052f,Muhammad Bayu pramudita,https://play-lh.googleusercontent.com/a/ACg8ocJf-0lW6ghLlD7W97vzG4a917yxnttgIm_8W5Dj-vPuZ-0xHg=mo,"Kecewa sih sama goride, hemat sama reguler tetep aja gada bedanya, harusnya yang reguler untuk motor mesin 150CC keatas kaya vario, pcx, nmax, dan hemat kategori 125CC kebawah, aku bayar lebih ke reguler untuk mendapatkan motor kecil, seriosly?, sempit bgt, kalo misalkan pesen gocar kitanya lagi buru2 bisa kena macet, jadi tolong dikasi kategori motornya!",2,10,5.1.1,2024-11-13 08:32:58,"Hai Kak Bayu, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maya",2024-11-13 10:47:36,5.1.1
e4b6895f-9dee-4511-b92f-0db595d3f96a,Intan N Nasution,https://play-lh.googleusercontent.com/a-/ALV-UjWdsM6yiz5atwnJMNeDa_bxS_BhIw_YxroLWvBoCpIcU8vnPEGR,"Aplikasi tiada guna, bayar pajak kendaraan status dalam proses selama 2 hari. Dikomplain tidak ada respon, kemudian transaksi dibatalkan sepihak oleh gojek. Pembayaran pajak kendaraan jadi telat 1 hari & kena denda Rp 637.500,- pengalaman menyesakkan. Akhirnya bayar di tokopedia instan langsung berhasil! Tapi dendanya masih nyesek.",1,64,4.94.2,2024-10-02 12:04:11,"Hai Kak Intan, mohon maaf atas ketidaknyamanannya. Jika masih mengalami keluhan, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-24-276-1241-47074 pada subject email dan cantumkan nomor laporan sebelumnya serta ceritakan kembali detail permasalahannya. Kami tunggu detail laporan kamu ya. ^Miko",2024-10-02 12:42:09,4.94.2
d3c7e2b0-34f4-4659-9619-f311b68d8adc,Echa 13,https://play-lh.googleusercontent.com/a/ACg8ocKm_ZvCombsERRVXLMKHhT3lBCV6hYO-kzZNB-10uEH2yGuOQ=mo,Katanya kalau udh langganan bakal lebih murah dan kenpa aku sudah langganan harga nya malah lebih mahal dari pada aku ga langganan percuma aku langganan kalau lebih mahal. Gimana ini??? Saya udh ngeluarin 30 ribu gimana ini saya juga butuh uang. Malah lebih mahal langganan dri pada tidak...... Mohon cepat dijawab!!!!!,1,7,5.1.2,2024-11-18 06:35:18,"Hai Kak Echa, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku. Apabila kamu mengalami kendala, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Maya",2024-11-18 08:12:52,5.1.2
232e99de-dfe6-4aa3-bb66-62826bef4395,Cantika Anisyav,https://play-lh.googleusercontent.com/a-/ALV-UjWhTRVcpxiVYloEjbrsjfmD7aqbdYdXlxAM_-_LqaiT2QMmS4yIXA,"Gopaylater tidak pernah memberikan notifikasi pembayaran melalui whatsapp dan notifikasi applikasi dan pembayaran denda melebihi dr gopaylater yg saya gunakan, 50k sendiri untuk denda keterlambatan 1 hari hanya karena tidak ada info dan notifikasi apabila ada tagihan sehingga pengguna tidak tahu, baru tahu saat masuk ke applikasi tbtb ada info keterlambatan bayar dan itu sudah terjadi 2x",1,26,5.0.1,2024-11-09 11:25:41,"Hai Kak Cantika, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-314-1237-57602 di subjek email, ya. ^Miko",2024-11-09 12:38:32,5.0.1
d486f9a8-852a-485d-b71b-1962e3d2437a,Maze of Life,https://play-lh.googleusercontent.com/a-/ALV-UjWKBn9XSlXCMLltaVqTObZFvvETPJ4fY_Yn7gZeBieDKq96gTE,UI doang bagus UX nya jelek parah. aplikasi gofoodnya bikin bingung. mau ngapus pesanan aja ribet bgt. malah kepencet pesan. Ga tau bug atau gimana. Minimal kasih pin lah biar ga langsung ke order. Mau di cancel juga ga enak sama drivernya.,1,103,4.96.2,2024-10-11 15:36:25,"Hai Kak @Maze of Life, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maya",2024-10-11 16:17:04,4.96.2
0a0332bb-bb6e-4d06-af43-3aad92d79b52,Abednego Anugrah Pekerti,https://play-lh.googleusercontent.com/a/ACg8ocK7-8sE6O_4OARNprqZ7O8qfDi8NhDf1WpO8gHpxXYR5w1_XwM=mo,"Saran: tambahkan fitur timeout yang secara otomatis membatalkan pesanan Gofood jika sudah terlalu terlambat, misalnya terlambat 30-45 menit. Dengan demikian, customer bisa berhenti standby menunggu pesanan dan bisa menggunakan waktunya yang berharga untuk keperluan lain seperti memasak sendiri.",1,14,5.1.1,2024-11-11 11:52:53,"Hai Kak Abed, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2024-06-29 14:50:54,5.1.1
1bffc2b1-a13f-4554-bbd5-5209ddad0ed0,Bagus Tri Sukma,https://play-lh.googleusercontent.com/a-/ALV-UjXqsp4NrWEw1kCp7vIL953BYDqCQlyUaMg9yb8Wp9_70Fe16G4L,"Tolong untuk goride tidak perlu di pisah antara yang hemat sama yang comfort,karena percuma jika tidak ada perhatian dari pihak gojeknya,pengalaman saya pesan comfort tapi motor yang datang beda plat nomor beda jenisnya (masuk kategori hemat).Tolong lebih diperhatikan lagi khusus driver goride nya,karena keselamatan diatas segalanya.",4,55,4.98.1,2024-10-25 01:28:02,,,4.98.1
990f295e-a6b6-47a7-b5f4-407d55a8ff78,saiful asikin,https://play-lh.googleusercontent.com/a-/ALV-UjUP_Yz1euEMv8QyxMwMBTxzgV8ye8nD0Y8AiRPe1sDbrWPhJ_tl,"Apk yg semakin aneh, Jelas2 saya gak telat bayar tagihan, tiba2 limit berkurang drastis, lah sekarang malah di bekukan,alasan skor kredit bermasalah, sistem kalian yg rusak,sekelas gojek bisa sistemnya bobrok, masa gak bisa komunikasi dengan cs, cuma teks dari bot, super bobrok makin kesini",1,14,4.99.1,2024-11-17 03:37:22,"Hai Kak Saiful, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-322-0510-51509 di subjek email, ya. ^Miko",2024-11-17 05:11:02,4.99.1
